epoch,train_total,train_img,train_mr,train_kl,val_total,val_img,val_mr,val_kl,val_scale0_sc,val_scale0_mag,val_scale1_sc,val_scale1_mag,val_scale2_sc,val_scale2_mag,epoch_sec
1,402.36762244409795,772.978295909415,10.21156692847931,107.72690251233766,141.6452670749143,257.31733566393956,10.189203118248809,78.91997967178015,0.9975761835523647,3.5293008843771845,0.9975812068517259,3.7717349220522873,0.9974519781929125,3.6501576240114173,183.38019514083862
2,128.59313328146078,231.65908600786608,10.31224703445709,76.07466968014944,114.62284947127748,204.26941049699303,10.30770389296168,73.34292484530442,0.9964022705023238,3.6746595977879255,0.9964343545248182,3.745453182741892,0.9963418361094358,3.6382997430485786,182.02180910110474
3,115.1570621394425,205.19618153743608,10.426741256988306,73.4560077722124,111.2030939884323,197.00923744036996,10.58398137332724,74.0648439530846,0.9963803925960184,3.8618044587348006,0.9964069203078318,3.8188262337403334,0.996327537855656,3.7139391873380263,186.0807204246521
4,110.74122805561093,196.20790536455112,10.509591152342104,73.82479823407509,106.9606048254658,188.36171837676343,10.518224520648983,75.20633104722278,0.9955269464914748,3.8791419610702733,0.9955785375276058,3.76447105579239,0.9954876007793618,3.627554318887724,186.0534610748291
5,108.1115621662826,190.7506307560763,10.572965001030791,74.4976459064072,104.43142988355898,183.18377559305094,10.637279177741181,75.20902298851837,0.9955824135447577,3.958659336721297,0.9956074571437973,3.788382287505719,0.995522043473429,3.67296727784246,183.87651348114014
6,106.59103366796919,187.44257647013492,10.606494451598298,75.66498174598749,102.57230113736159,179.81554917808916,10.540161585636277,73.94445701983335,0.995239416686751,3.949512327317711,0.9952907043395283,3.716967714776238,0.9952065095627051,3.5984516435389895,183.5414001941681
