run_name,split,shape_class,source_csv,mean_norm_l2,diag_mae,offdiag_mean_abs_corr,eig_ratio,kl_moment_to_std_normal,w2_moment_to_std_normal,eig_log_abs,n01_abs_gap,z_kl,z_w2,z_diag,z_eig_log_abs,n01_robust_gap,n01_similarity
lsv_stage2_vae_base_ld64_b0p1_s46_logvfixv2,test,distorted,ML/autoencoder/experiments/LatentShapeVAE/results/latent_shape_test_stage2_beta0p1_logvarfix_10seeds_v2/latent_shape_summary.csv,0.45477069801233255,0.4852414101784147,0.156066449379784,22.196253116174983,10.001316133922739,14.397850299654905,3.099923496082855,25.416768012687566,0.16795001637942686,0.12547352882381052,0.00731268790936928,0.010623909178965354,0.2997358664526633,0.4256220540986511
lsv_stage2_vae_base_ld64_b0p1_s47_logvfixv2,test,distorted,ML/autoencoder/experiments/LatentShapeVAE/results/latent_shape_test_stage2_beta0p1_logvarfix_10seeds_v2/latent_shape_summary.csv,0.1704795433564835,0.5587384588556012,0.17582915155401108,27.55034210150716,11.397769249290942,16.964337471841695,3.316014952999401,29.470479688810286,0.29127265357042165,0.2740905055704217,0.1819590763013498,0.16792289013831638,0.6983234198260974,0.33218405199948325
lsv_stage3_vae_base_ld32_fmtB_b0p1_lmax6_s42,test,distorted,ML/autoencoder/experiments/LatentShapeVAE/results/latent_shape_test_stage3_ld32_formats_v1/latent_shape_summary.csv,0.23493260557784978,0.7660122847084458,0.26315469281449105,27.977218704440478,10.779901088209192,16.64068777601174,3.331390561310129,28.636442646902687,0.2367078921599672,0.2553489977848113,0.6744907594765952,0.17911522302097002,0.8740810754383186,0.2944058252431043
lsv_stage2_vae_base_ld64_b0p1_s42_logvfixv2,test,distorted,ML/autoencoder/experiments/LatentShapeVAE/results/latent_shape_test_stage2_beta0p1_logvarfix_10seeds_v2/latent_shape_summary.csv,0.15544655127523907,0.693236655871668,0.18807601824613432,39.82387264085043,17.587730861035773,28.048109615912725,3.6844665475699627,46.90357544177683,0.8379164196019917,0.9159159254873285,0.5015586354246032,0.4361290524077487,2.113643925903559,0.10777775946279904
lsv_stage2_vae_base_ld64_b0p1_s44_logvfixv1,test,distorted,ML/autoencoder/experiments/LatentShapeVAE/results/latent_shape_test_stage2_beta0p1_logvarfix_compare_v1/latent_shape_summary.csv,0.11295113775234936,1.4189153573279731,0.29161776035094383,76.51101629610464,35.99332762758878,58.44890653755632,4.337434734335577,96.23605052739298,2.463339219225936,2.6763278138244533,2.225943037565435,0.9114427544981233,6.480499240457637,0.0015306985002100791
lsv_stage1_beta0_base_ld64_s42_stablev1,test,distorted,ML/autoencoder/experiments/LatentShapeVAE/results/latent_shape_test_stablev1_compare/latent_shape_summary.csv,7.590305797768166,0.57196466061608,0.22966988161104324,26.736825981200916,43.70019450669374,80.02834783995206,3.2860418653465393,124.83603514329049,3.143942912648579,3.925923510618997,0.2133876630430683,0.14610464608889387,7.2130864163113335,0.000736336734418811
lsv_stage3_vae_base_ld32_fmtC_b0p03_anneal_lmax6_s43,test,distorted,ML/autoencoder/experiments/LatentShapeVAE/results/latent_shape_test_stage3_ld32_formats_v1/latent_shape_summary.csv,0.8061135266827235,2.2634011256061433,0.593615001695277,81.81902783292122,33.97905888571391,57.044059610747865,4.404509830652629,93.255946516928,2.2854564600228824,2.5949776690364144,4.232641158547116,0.9602685824552984,7.2368218539466795,0.0007190776633646018
lsv_stage3_vae_base_ld32_fmtC_b0p03_anneal_lmax6_s42,test,distorted,ML/autoencoder/experiments/LatentShapeVAE/results/latent_shape_test_stage3_ld32_formats_v1/latent_shape_summary.csv,0.8087654114183513,3.3760757674884094,0.7293509205671962,140.69917567807155,53.106633591784465,91.77054972039356,4.946624105383007,147.801877222268,3.974638094451351,4.605876468393835,6.876619538054434,1.3548886391451773,12.357546491658699,4.297183332494543e-06
lsv_stage3_vae_base_ld32_fmtC_b0p03_anneal_lmax6_s44,test,distorted,ML/autoencoder/experiments/LatentShapeVAE/results/latent_shape_test_stage3_ld32_formats_v1/latent_shape_summary.csv,0.13195038074887683,5.99611502023478,0.7451594905002946,437.5745692326752,99.02337064774692,175.6446796344351,6.081247135234148,279.186419576108,8.02960638707012,9.46275623392034,13.102453107877896,2.1808122962637557,24.588792248995347,2.0951890205665365e-11
lsv_stage1_ae_base_ld64_s42,test,distorted,ML/autoencoder/experiments/LatentShapeVAE/results/latent_shape_test_20260219_175948/latent_shape_summary.csv,6.888524033814554,0.9332680459438489,0.9479940957903006,8447594.85952364,337.9952564369079,109.90971679623382,15.949392326808942,452.35895533781587,29.13353235901656,5.656257004376053,1.0719300466759127,9.36410961279352,37.666781789928955,4.380508401130447e-17
lsv_stage1_ae_base_ld64_s42_stablev1,test,distorted,ML/autoencoder/experiments/LatentShapeVAE/results/latent_shape_test_stablev1_compare/latent_shape_summary.csv,5.454751494853567,9.847698735143991,0.9849693725513405,93780019.13900268,594.2076796699532,724.8945861139771,18.35646237570975,1328.61523074543,51.75999318785958,41.26804303369693,22.254727893124564,11.116282841631982,106.93447087852678,3.622007724764064e-47
lsv_stage2_vae_base_ld64_b0p1_s44,test,distorted,ML/autoencoder/experiments/LatentShapeVAE/results/latent_shape_test_stage2_beta0p1_logvarfix_compare_v1/latent_shape_summary.csv,0.4143696558774048,176.0653111535648,0.019676964686807605,11573.483890850535,5626.7163437044555,11047.77955834677,9.356471889023624,16764.867675600264,496.18754560992943,639.0329461674526,417.2271277171993,4.564939478037952,1344.975290505491,0.0
lsv_stage2_vae_base_ld64_b0p1_s43,test,distorted,ML/autoencoder/experiments/LatentShapeVAE/results/latent_shape_test_stage2_beta0p1_logvarfix_compare_v1/latent_shape_summary.csv,0.28773957005494827,1476.6423260947263,0.08558268456160849,64683.33219447746,47233.74758600719,93603.21459651533,11.077258830522307,141578.05266027752,4170.5599695892115,5419.551353715104,3507.7060322885236,5.817548147571964,11345.418726485468,0.0
