epoch,train_loss,train_recon,train_kl,train_offdiag_pen,val_loss,val_recon,val_kl,val_offdiag_pen,epoch_seconds
1,175.11062988610723,167.11586069921304,7.994769227006014,0.0015657451408598916,176.60451062977742,168.70867777213775,7.895833013726653,0.0015561451127069246,99.83197569847107
2,175.08890117828878,167.08841179879033,8.000489424972775,0.0015631920493719407,176.7709540497485,168.81162113766018,7.959333274004271,0.0015649166520979765,96.6889545917511
3,175.02780641460546,167.02025978682119,8.007546780938455,0.0015598359904023665,176.56735385922218,168.65655374870025,7.910800167124906,0.0015553931314950446,97.80461573600769
4,175.00790926255036,166.9918064558447,8.016103041799445,0.001561416774838191,176.7599700817959,168.81512923206355,7.944840935494402,0.0015511988897107729,95.69537138938904
5,174.9356486620369,166.9173714744578,8.018277406799756,0.0015607578851164453,176.84028886205002,168.8555109586647,7.9847779754254455,0.0015472439668399263,97.23317956924438
6,174.91070688430437,166.8840998599404,8.026606958297476,0.0015572291925935778,176.72600901212624,168.70312055409383,8.022888767633507,0.0015557108770657276,95.67105507850647
7,174.8747624420015,166.84100437893613,8.03375817267572,0.0015573768891784599,176.53001812722187,168.59494751305888,7.93507098808563,0.0015442967720550867,95.64047503471375
8,174.83289920945882,166.79183655883404,8.04106294770955,0.001557216915045163,176.60858738851203,168.6604243765632,7.94816303424698,0.0015473135189226956,95.11199450492859
9,174.79547767793602,166.74766307149554,8.047814612875529,0.0015570990492188,176.58440316838326,168.54152632788788,8.04287689881359,0.0015675551655849696,95.39149880409241
10,174.7534686323227,166.70765749870847,8.045811343611332,0.0015518036461508575,176.8512065530681,168.85301502145452,7.998191782038846,0.0015570775129607872,96.07678318023682
11,174.7434025608737,166.69279264449216,8.050609976871025,0.0015519522467219227,176.93365305619275,168.8189566907265,8.114696730812677,0.0015571867921908903,95.14096975326538
12,174.67769535286064,166.61502668249463,8.062668698894726,0.0015514842227743993,176.50488819149757,168.4436102942597,8.061278084199206,0.001558840739634558,95.29724216461182
13,174.63807771573772,166.57079987519504,8.067277970316171,0.001550926390402287,176.8195708295424,168.7614159069473,8.058155190172814,0.0015600517868707559,95.03336811065674
14,174.58823957970912,166.51796335965943,8.070276469944085,0.0015501099846229876,176.51284320748968,168.57484932769117,7.937993942404822,0.0015373498336629767,95.84041666984558
15,174.63012942418396,166.55274594779277,8.077383653569532,0.001551487971316341,176.7523722751535,168.7617493773536,7.9906229132370985,0.001544117848196221,96.63889598846436
16,174.56102195667674,166.48005129204535,8.080970881707058,0.0015485499739593285,176.58206426496986,168.4951197946672,8.086944604091507,0.0015574412308583076,96.44715476036072
17,174.5381295791468,166.45957758015896,8.078552212631493,0.0015467132584246741,176.55902187429743,168.48119285638384,8.077828852392786,0.001547060888880368,95.44117760658264
18,174.49106946251064,166.39984354627492,8.091225963426076,0.0015471550009979644,176.4810623608047,168.57257705798253,7.908485419458622,0.0015290903721905896,98.01505088806152
19,174.43792051932215,166.34488877379246,8.093031873801674,0.0015480751328290118,176.58500432625092,168.48616903291332,8.098835388533503,0.0015415239885697317,102.60544013977051
20,174.42332748159117,166.3228517807769,8.100475865337048,0.0015468747831912048,176.48648557045476,168.48033795253835,8.00614776971529,0.0015404835934231473,101.96401691436768
21,174.3864389849417,166.28362130368018,8.102817762343133,0.0015441846218524863,176.680452497743,168.63017179640076,8.050280735647078,0.0015296201695262608,101.64578557014465
22,174.3663327607066,166.25885415431136,8.107478664310676,0.0015454941917377558,176.71162518837468,168.59886817108813,8.112757235122242,0.001541786490673226,97.4469256401062
23,174.33465246010942,166.2216041005521,8.11304852129155,0.0015434835093984908,176.58502210987558,168.46548420748266,8.119537998446457,0.001549131828259757,95.40962862968445
24,174.31793816240852,166.20197146849432,8.115966574651296,0.0015426972337164323,176.51017667921326,168.47131575440332,8.03886114693374,0.001543728528559382,94.73960328102112
25,174.26268495464453,166.14104553305026,8.121639514258998,0.001542038575411379,176.57596058468167,168.4938181321398,8.08214275528201,0.0015421657671853765,97.10034155845642
26,174.2352127164428,166.10820168629456,8.127011162710254,0.0015408029089888345,176.64335668001243,168.6463064289779,7.997050709004025,0.0015289597722061862,96.40513157844543
27,174.2164483389981,166.08551889918058,8.13092964123457,0.0015399280670645688,176.62379046652813,168.61619993251006,8.007590522011407,0.001531792016073445,96.06999707221985
28,174.17846954936013,166.04245108374056,8.136018505302356,0.0015403909844485017,176.65489528848113,168.5298278314604,8.125067655988735,0.0015377894815697382,95.66202425956726
29,174.16769303473276,166.03073768083757,8.136955398726023,0.0015375347268292987,176.54391021179637,168.53342890567916,8.010481511088583,0.0015222333658908714,96.17197179794312
30,174.12777605627338,165.98294646708857,8.144829773012711,0.001535475231487986,176.79888578456084,168.5473476656907,8.251538312692436,0.0015505639188788938,96.18687057495117
