epoch,train_loss,train_recon,train_kl,val_loss,val_recon,val_kl,epoch_seconds
1,413.4787173526436,393.5651798016629,19.91353782189627,215.5917397368726,209.42725707129608,6.164482976035249,84.52013826370239
2,216.6654551956925,210.3217601492981,6.343695131229808,205.90906714020872,198.92849429562796,6.980573150751402,81.68472599983215
3,207.63858986329882,201.23683261227833,6.401757303144392,197.44552099104408,190.82302974453933,6.622491269660511,81.52144002914429
4,202.5167923762999,196.01429863164836,6.502493964086714,194.30478775243964,187.8944954906436,6.410292601413864,80.65004897117615
5,198.36635826066222,191.75391235900688,6.6124461532657985,191.40519409728566,184.73288581354154,6.672308128514736,81.24958682060242
6,195.57838721367565,188.90286515716812,6.675522155607277,189.19682207725032,182.61561246913115,6.581209967462279,81.10297632217407
7,193.49589060149748,186.7404057429387,6.755484748948441,187.23639371583786,180.45052935922746,6.78586451527026,80.63030982017517
8,191.86861097410463,185.0524478831701,6.816163008136895,186.58950317163263,180.00124575937394,6.588257401109599,80.44362139701843
9,190.66445235073485,183.79066316962403,6.873789357645684,185.4224873275208,178.68013659141047,6.742350408499189,80.84543228149414
10,189.60036712522933,182.69400922918555,6.906358136714604,184.75421825930368,178.0703428803588,6.683875450127417,80.06350350379944
11,188.70187528938845,181.73373376020052,6.968141595468937,183.91762150277336,177.1891835713558,6.728438040335401,81.30617070198059
12,187.93879458778784,180.95055436423058,6.988240395802074,183.82637910362627,177.01879317468877,6.807585863758334,81.64365220069885
13,187.22647659638096,180.20468863119586,7.021788125846818,182.75523826544233,175.7675496382679,6.987688806417177,82.50798869132996
14,186.78526137983053,179.72614860448869,7.059112871224098,182.52570614711843,175.5351673647654,6.990538902419934,81.26550674438477
15,186.15549676631733,179.08672935084292,7.068767631048562,181.9373784785648,174.8634870515453,7.073891445029553,81.8195629119873
16,185.6483805009067,178.56610631835497,7.082274244757209,181.73954948589957,174.85301137142045,6.886538466961264,80.58047246932983
17,185.32302318303584,178.21637185972335,7.106651475608643,181.4396944937946,174.43237244310995,7.007322461485005,80.2085165977478
18,184.86938301529156,177.75524359397184,7.1141397518667615,181.37523769131667,174.45955899465,6.9156787121038645,80.68400931358337
19,184.53462132751218,177.4060884476566,7.128532991825435,181.43995361877003,174.32029724121094,7.119656646852013,81.04516887664795
20,184.2938637675544,177.14085150687373,7.15301262619149,180.93211677606158,173.7939905948776,7.138126206912583,80.71185779571533
