epoch,train_loss,train_recon,train_kl,val_loss,val_recon,val_kl,epoch_seconds
1,413.2098792484093,400.2432427245435,12.96663678223305,214.10202454491485,208.11925037301702,5.982773899174423,68.05252385139465
2,211.69848675369627,205.65037166648656,6.048115251732473,199.76052738436692,193.84288318551702,5.917644083928719,62.093687295913696
3,203.49786491582805,197.29579168088898,6.202073237727582,193.84790950198825,187.5408856782982,6.307024240493774,63.09955406188965
4,198.04101092998798,191.60499005783157,6.436020866150369,190.20052477610196,183.84421937242686,6.356305595782163,63.114177227020264
5,194.54391517244477,187.94864107132815,6.595274033548593,190.14212351737262,183.5725526878302,6.5695708809996685,62.213219165802
6,192.32241462985513,185.63415010480585,6.688264716813761,186.47382025409945,179.54199965223134,6.931820473224997,63.785910844802856
7,190.52564522644124,183.77200598808972,6.753639335949787,185.50834965877397,178.45858380434325,7.049765973640003,62.17387318611145
8,189.13988071017795,182.34127022369563,6.798610540536734,184.5339851653833,177.5284040986205,7.005581239144579,62.09972381591797
9,188.0884064379652,181.23943820666796,6.848968343910633,183.3181446816424,176.6132469177246,6.704898139555677,63.8022882938385
10,187.20900378654093,180.33807535724924,6.870928563569722,182.6304716206283,175.91732151388265,6.713150524406982,63.81349420547485
11,186.42129733505627,179.50704114521832,6.9142562314512706,182.79020668962877,175.79870805808966,6.991498446293014,63.29739809036255
12,185.80984475105345,178.86984212431776,6.940002699880733,181.66084050789155,174.72681015343974,6.934030272977815,62.612321615219116
13,185.21764626033232,178.25876015797425,6.95888613346081,181.55687389785436,174.51013405889057,7.0467399504544925,63.630409955978394
14,184.6271359627707,177.64576817288145,6.981367823137017,181.14755180413775,174.21573452297733,6.931817219411727,63.60796785354614
15,184.2561121711954,177.25770859197084,6.998403731306233,181.09364977500422,173.97019395896857,7.1234559378178,62.867274045944214
16,183.84477663576416,176.84572639413852,6.999050171483598,181.39678447366617,174.34666173921215,7.0501229102663,62.903515338897705
17,183.42318290404998,176.42126615166504,7.0019168501977065,180.40300067380178,173.31496890500296,7.0880316907553365,63.15368294715881
18,183.14155426917716,176.13396423312386,7.007590159391746,180.60763204011985,173.4301530577296,7.177479060433751,63.10959267616272
19,182.80107118758434,175.79342713830067,7.007644312477198,180.19932984276642,173.09222403876217,7.107105376051484,63.088364362716675
20,182.56298227520392,175.54953337895458,7.013448963388365,179.8155295008378,172.67467210618713,7.140857362061095,62.284308195114136
21,182.27361353549452,175.25409562234884,7.019518282732018,179.67736273017718,172.74320629860858,6.934156578221767,62.71738004684448
22,182.09940983012513,175.06908411600008,7.0303258750012905,179.8039897946145,172.76077284229746,7.043217268779124,63.659656047821045
23,181.82152458873892,174.79841865680262,7.023105993498246,179.4122282069364,172.42094627215707,6.99128203855144,63.35723423957825
24,181.63106565351052,174.59894805098244,7.032117557911738,179.4664697990143,172.4157939883445,7.050675725765365,62.65242266654968
25,181.36059833892122,174.31970172286623,7.040896537761886,179.4672495615568,172.60515663092085,6.862092761684664,61.61115598678589
26,181.2057655392817,174.1552172826852,7.050548316227977,179.50219391747345,172.32642238260172,7.175771515146434,62.87991786003113
27,181.00590785580394,173.95477103414805,7.051136958507928,178.96930403675105,171.95777399076832,7.011530304984223,63.58119344711304
28,180.85509097313377,173.79843220644258,7.05665880723199,179.3138156314548,172.25318101841768,7.060634878899553,62.74445819854736
29,180.64136831512658,173.5748945914889,7.066473914544109,178.4879462152934,171.55440803912046,6.933538444608235,64.40588617324829
30,180.48028870589874,173.41054680086822,7.06974202300641,178.52946189496157,171.45195084167042,7.077511120185577,64.36041736602783
