epoch,train_loss,train_recon,train_kl,train_offdiag_pen,train_offdiag_pen_scaled,val_loss,val_recon,val_kl,val_offdiag_pen,val_offdiag_pen_scaled,epoch_seconds
1,175.14097996761924,167.12254079526144,7.987712505750704,0.001536346213901319,0.030726924243672602,176.63548333696323,168.71348198540775,7.891571890535972,0.001521494346980689,0.030429886965576906,100.30929923057556
2,175.11799780141646,167.09432491245863,7.993122566298649,0.0015275251646947202,0.030550503293056506,176.8233427143783,168.8378171577728,7.9549680768157085,0.0015278899853315418,0.03055779971584356,97.55328178405762
3,175.05812113938222,167.02756576091923,8.000107173173213,0.0015224362905771947,0.03044872579646175,176.61459067914126,168.69653089784032,7.887783674027422,0.0015138096333960434,0.030276192660383183,96.05118417739868
4,175.0372623266854,166.99747741259918,8.009321091360624,0.0015231916482769392,0.030463832971404065,176.81537688550333,168.84835777008277,7.93676095128917,0.0015129068539320432,0.030258137079478383,96.30499601364136
5,174.96338987500616,166.92138025967645,8.011576402417937,0.0015216729405964087,0.030433458796008128,176.8843610749828,168.87484562825813,7.979376270616655,0.001506973640480675,0.03013947278113781,97.36798143386841
6,174.93835101897685,166.8883886710513,8.019615539708655,0.001517346902566933,0.03034693804149337,176.7383512318563,168.6915014802123,8.016547982641262,0.0015151162176198667,0.030302324359097497,96.17270970344543
7,174.90430673177963,166.84705883717677,8.026910284002032,0.0015168912772439483,0.030337825512200982,176.55359007471756,168.5967419301863,7.926771846606577,0.0015038203583316702,0.030076407164120845,95.21441459655762
8,174.86066724028183,166.79571801587585,8.03462222069703,0.001516363072283214,0.030327261433514774,176.62143773140667,168.6459816582769,7.945340410410929,0.001505802056991676,0.030116041174171854,94.53567624092102
9,174.8255760820932,166.75391792575357,8.041342350260074,0.0015158221453744156,0.03031644291481991,176.63348040134787,168.56230805760666,8.04061448488304,0.0015278959803018558,0.030557919598499433,96.84328556060791
10,174.78204290790703,166.71246730514437,8.039363198702903,0.0015106341278736007,0.030212682551606734,176.91032785648923,168.89300932301035,7.9869917536811,0.0015163453825139742,0.030326907626828915,96.65302348136902
11,174.76980377348275,166.69469830456802,8.044901566627699,0.0015101967550905484,0.030203935095736212,176.95659892679117,168.82146703596595,8.104853735553275,0.0015139165139680046,0.030278330266797285,96.39538717269897
12,174.7074454406656,166.620660086017,8.056597525184346,0.0015094193486011663,0.03018838695484644,176.5629700585235,168.46528647443373,8.067346774416862,0.0015168614497512124,0.030337229042762905,97.0047996044159
13,174.66782946464343,166.57700152618094,8.060656131627695,0.001508602701088567,0.03017205402868399,176.84983586921967,168.77038799258446,8.049137996255064,0.0015155134223009588,0.030310268477007424,95.46185541152954
14,174.61645362294584,166.52328191251837,8.063020106215655,0.0015075824578412906,0.030151649128127837,176.5268649368835,168.5872030189569,7.909845186652039,0.0014908376391457809,0.02981675275862753,97.03505063056946
15,174.658999416885,166.55731516918297,8.071516899069419,0.0015083743253340705,0.030167486487619254,176.80536591234824,168.79359145130184,7.98177924859438,0.0014997588398551448,0.029995176803803057,96.9448070526123
16,174.58994559881336,166.48497688818557,8.074869601618209,0.001504966264012053,0.030099325283383174,176.6147946968353,168.49018950428035,8.094294052329852,0.0015155831676415376,0.030311663390519165,95.85555577278137
17,174.56905506046516,166.4662207132838,8.072775662079406,0.0015029327629604958,0.03005865525355411,176.57572890357147,168.47131421754685,8.074342599875635,0.0015036183725137986,0.03007236743855069,96.67688512802124
18,174.51779729420142,166.40275854470224,8.084976960558425,0.0015030827346453515,0.030061654673635398,176.50752414730812,168.57327404982752,7.904535589458273,0.0014857239943758163,0.029714479931904902,96.64486789703369
19,174.4680956429959,166.35146500986008,8.086561700217745,0.0015034493657178404,0.030068987319384188,176.61905711331812,168.51409777634436,8.075053746751744,0.0014952680212445557,0.029905360403115585,96.68652820587158
20,174.44980306621076,166.32496640320784,8.094790470691292,0.0015023197454839838,0.030046394927694463,176.53902418836415,168.51082232358644,7.998277255099454,0.0014962509534951541,0.029925019074928203,96.47221088409424
21,174.41255318405283,166.28598021774533,8.09657951415899,0.0014996726072263064,0.029993452153533523,176.6861276420758,168.61174439354767,8.044697782976165,0.0014842833396928425,0.029685666801394534,95.68949151039124
22,174.39324196126083,166.26114868356257,8.102076806305659,0.0015008237326117186,0.030016474652024897,176.73723168681852,168.5930264150496,8.114222247823538,0.001499157107272688,0.029983142109440385,97.59652304649353
23,174.3642609562361,166.22734091789187,8.106946130084177,0.001498712583483137,0.029974251685582782,176.59709944141855,168.46165145215372,8.105403452468433,0.0015022525841892837,0.030045051660335106,97.57364773750305
24,174.34427846341427,166.20411446005494,8.110213344289116,0.001497537467795878,0.029950749354451238,176.56117473574852,168.4846714486321,8.046496359564417,0.0015003491518013983,0.030006983025977724,97.36966109275818
25,174.29116841194815,166.14579928763214,8.115440569425884,0.001496444787719931,0.02992889576927129,176.602954041186,168.48703557295764,8.085976539755897,0.0014971157315224006,0.029942314622910332,96.64991044998169
26,174.25867564089384,166.10769496819913,8.121081766651066,0.0014949547261685918,0.029899094547042426,176.66143963491317,168.63315568553458,7.998612331829483,0.001483589924809945,0.02967179846353561,97.38567686080933
27,174.2452177252793,166.0910833018136,8.12426534644988,0.0014934506227194868,0.029869012441611806,176.5875270212297,168.54292939549728,8.014879830449605,0.0014858887339908656,0.029717774663066906,95.73984718322754
28,174.2077727324245,166.04715300099676,8.130746467125292,0.001493687700820409,0.029873754030652427,176.67425205038606,168.53133035563735,8.11310093094119,0.0014910361760550534,0.029820723512725866,96.19183731079102
29,174.1958365361003,166.03385628765895,8.132154792480193,0.0014912787890015652,0.029825575749448063,176.5770471147496,168.53145281016398,8.01604357297472,0.001477546602983376,0.02955093202951679,96.80766797065735
30,174.1558955334566,165.9861552057854,8.139959944940825,0.00148902568382555,0.02978051364760355,176.8611051435951,168.57158172387872,8.259407038311307,0.0015058137087834824,0.03011627417566965,95.93600368499756
