epoch,train_loss,train_recon,train_kl,train_offdiag_pen,train_offdiag_pen_scaled,val_loss,val_recon,val_kl,val_offdiag_pen,val_offdiag_pen_scaled,epoch_seconds
1,175.25347732221334,167.14479067000622,7.965686822334389,0.0014300005351982129,0.14300005352422027,176.74922303673173,168.7335889253685,7.875436532411644,0.0014019749732855572,0.14019749720962785,97.81420731544495
2,175.22832101537898,167.1161950746743,7.972085506809868,0.0014004056815148486,0.1400405680387877,176.9226710367546,168.84748192656812,7.935371690516849,0.0013981785063243222,0.1398178505436551,96.25618410110474
3,175.16754807280464,167.0490538219155,7.979454774337474,0.0013903955586176673,0.13903955574969798,176.69385503864976,168.68035559345492,7.875224234388886,0.0013827560572104408,0.13827560574030703,96.89755773544312
4,175.1464267993263,167.0184132331028,7.989226014990556,0.0013878761203745921,0.1387876120709751,176.91031100595598,168.8566489734238,7.915862253243975,0.001377999629924181,0.13779996338186504,96.06890368461609
5,175.0725156824384,166.9426250243262,7.991496405513556,0.001383944850524337,0.1383944850580895,176.9616440423101,168.864916931811,7.959717890341505,0.0013700990747951855,0.13700990727265105,96.98847961425781
6,175.04557657520672,166.90764043741916,8.000143575603984,0.0013779251009026427,0.13779251001275877,176.82798728668433,168.6958843478196,7.994436577927295,0.0013766630578672231,0.13766630602290306,96.62245535850525
7,175.011643410158,166.86645418579815,8.00757383002497,0.001376154090322259,0.1376154090349491,176.6191503401283,168.57250490806086,7.910258329171929,0.001363867160356637,0.1363867162425312,97.65784955024719
8,174.9685748499683,166.81578324798843,8.015395595638054,0.0013739614532439326,0.1373961451645644,176.7359000555903,168.6850929260254,7.914350686313437,0.0013645668283754813,0.136456682956476,96.07819938659668
9,174.9321775106069,166.77228419500807,8.02269086760548,0.0013720273540669058,0.13720273537191785,176.72409002729458,168.551011751024,8.034701198125058,0.0013837744431610373,0.1383774442156013,97.86617088317871
10,174.88905838294122,166.73152284883884,8.020955934966409,0.001365796650455719,0.13657966502148236,176.99989527421033,168.90150698654944,7.961419903974739,0.0013696866777052152,0.13696866777303407,96.39791703224182
11,174.87601458935174,166.71363691912543,8.025924177465813,0.001364536726180325,0.13645367263353358,177.09034517686143,168.86368492181353,8.089741597930304,0.001369189728543886,0.1369189726684591,97.13947677612305
12,174.81348937082225,166.63862026418806,8.038592109474255,0.0013627732679326618,0.1362773267484387,176.63419962272368,168.45649919578497,8.040904017661115,0.0013679698096645205,0.136796981149869,97.5679247379303
13,174.77391706390313,166.5944947291214,8.043325953155394,0.001360964675522332,0.13609646762135968,176.92991690326937,168.75388981112474,8.039416684521187,0.0013661040663183164,0.1366104063906258,96.34923386573792
14,174.7197409907387,166.53883698841392,8.044972447409481,0.0013593166292671431,0.13593166281632138,176.60814115126357,168.57054451043658,7.902896532909476,0.001347004463594648,0.13470044643651669,96.45949602127075
15,174.76696215177836,166.57713217655925,8.053972773009251,0.0013585740279216107,0.13585740270187766,176.8201250858444,168.6803468388619,8.004284009659033,0.001354940743361459,0.13549407475071845,96.82144737243652
16,174.6974211026568,166.50441880940426,8.057554713466711,0.0013544771087042118,0.1354477109133634,176.67861705203708,168.47344844461344,8.069107058236925,0.0013606188470822685,0.1360618846772386,98.0269546508789
17,174.6710185790137,166.48045415702404,8.055445099649159,0.001351193951229593,0.13511939506661072,176.66225490981725,168.4784194342524,8.048744245398817,0.001350909480096424,0.1350909478748016,96.67946457862854
18,174.62562189003503,166.42207656290634,8.068468044965694,0.0013507743205500619,0.1350774320996242,176.5897720391802,168.58965844902204,7.867006789866111,0.0013310678502990322,0.13310678505586634,96.67006802558899
