epoch,train_loss,train_recon,train_kl,train_offdiag_pen,val_loss,val_recon,val_kl,val_offdiag_pen,epoch_seconds
1,175.11145036004976,167.11644429469828,7.995006107393815,0.0015656810944704687,176.6278260045772,168.7195715869931,7.908254782930553,0.0015573496662294694,97.64296007156372
2,175.08930188795495,167.0888954879891,8.000406251745185,0.0015629974500855554,176.77144186445278,168.80463434123305,7.96680769131338,0.0015639924515866198,95.8770215511322
3,175.0282680839233,167.02141343501577,8.006854790478636,0.0015592871791441404,176.58107200457894,168.6714983603937,7.90957344007149,0.001554812822053745,96.11726570129395
4,175.00869908849774,166.9935104500534,8.015188674909597,0.0015611007443687439,176.76129852953574,168.8076707030372,7.9536279808703085,0.0015514565597408913,94.86198115348816
5,174.9349323157732,166.916344749461,8.018587543789566,0.0015607979140771042,176.83275771655624,168.8517286726039,7.981028965051226,0.0015472371984196144,95.4511787891388
6,174.90953618580298,166.88331582725343,8.026220544307982,0.0015567914819285388,176.76180305755395,168.7319158375692,8.029887484131956,0.0015544455005157497,93.80346918106079
7,174.87436319437856,166.84074658571038,8.033616848052004,0.001557011130409172,176.51200852977286,168.57438009248364,7.93762865426729,0.0015436672903312598,91.80106496810913
8,174.8317049123444,166.79080234515575,8.04090263733068,0.0015571111000113247,176.62514473894518,168.6682124240793,7.956932628755089,0.001547798297657772,95.7651219367981
9,174.79560197220158,166.74748734488338,8.048114809215578,0.0015569654479476208,176.59996142490306,168.55096172085769,8.04899976064833,0.0015689595221381018,96.18554091453552
10,174.75227819966992,166.70633665591922,8.045941731225142,0.0015518195373397882,176.86448430671967,168.8711570355532,7.993327428968691,0.0015564402580016674,95.56273674964905
11,174.7419402842794,166.69103935265724,8.050901085419854,0.0015517120250407312,176.98171357628252,168.8817421069248,8.099971477933925,0.0015539506363612097,95.73236322402954
12,174.677569617144,166.6147073393087,8.062862448793137,0.0015514923969314701,176.51542144885167,168.4577477269893,8.057674122371262,0.0015564120674870989,95.90599536895752
13,174.63887063050882,166.57148094022804,8.067389796244578,0.0015508748015520396,176.80078509214113,168.74765338486048,8.05313183763902,0.001558739595867278,94.96557569503784
14,174.58804900615107,166.51845259158074,8.069596556999423,0.0015499658045873006,176.51577533749366,168.60380137052468,7.91197403986677,0.0015342066427960778,95.83186531066895
15,174.62988751437607,166.55229707993317,8.077590717585087,0.0015514196371458542,176.76787967819104,168.7643199344333,8.003559671717582,0.001544549323370506,96.01788997650146
16,174.56066720184313,166.47906603279063,8.081601355025429,0.0015485983183150804,176.58960658011677,168.49129112847416,8.098315552841845,0.0015583970016974072,94.96569347381592
17,174.53830337696016,166.45942819778094,8.07887535635759,0.001546625092959101,176.55437216998862,168.48999050881366,8.064382060826254,0.0015446124334565008,96.77190232276917
18,174.4925659358153,166.40143322655064,8.091133025869077,0.0015472365215209573,176.4755576154311,168.57220760866892,7.903350133690045,0.0015290986986080412,96.91988968849182
19,174.43926712290101,166.3472305483181,8.09203675841084,0.0015476075726051388,176.5726424841572,168.4833391038634,8.089303655590085,0.0015403909749843903,95.171151638031
20,174.42182179672784,166.32093758868356,8.100884466304256,0.0015469232835529144,176.52391334917905,168.51672538921989,8.007187628059937,0.0015393595119918154,94.89014220237732
21,174.38653832151178,166.28372009112607,8.10281846333451,0.001544201436718181,176.6750523958275,168.61233572651156,8.06271663329584,0.0015303208888424627,95.03449535369873
22,174.3660771227934,166.2580410660895,8.108036393256967,0.0015456275577693374,176.70621806082966,168.58846057919288,8.117757728631547,0.0015446702740741424,94.999680519104
23,174.33579188598688,166.22275017083254,8.113041810822068,0.001543829381676224,176.59205597253154,168.46441263432126,8.127643148676096,0.001552156473990704,95.85776805877686
24,174.31777431747156,166.20113469242673,8.116639817667286,0.0015429542613082938,176.51880047475692,168.47602728974047,8.042773369404909,0.0015451893586876447,95.8472249507904
25,174.2616762066016,166.14059257421525,8.121083737492185,0.001542068885028064,176.60543288086816,168.5063786678177,8.099054056963475,0.0015453658891228705,95.56358695030212
26,174.23204763312089,166.10520778558194,8.126840206829213,0.00154109643474791,176.63920272168497,168.6449949141029,7.994207998831495,0.0015277001858528087,95.68329191207886
27,174.21877267883,166.08837756775972,8.13039523805523,0.0015396040759446939,176.62809498190023,168.61188185986856,8.016213075720149,0.001532626719584206,95.75662875175476
28,174.17970596430166,166.0430238752069,8.136682084161206,0.0015403835433989838,176.66949841615966,168.5501331905667,8.119365366242773,0.0015352135168207582,95.5624589920044
29,174.16925643255087,166.03135473171548,8.137901752530269,0.0015374648452200603,176.54143891917715,168.52383348753128,8.017605653769678,0.0015221237309240208,96.95684814453125
30,174.12862183797805,165.98357380031734,8.145048171509723,0.001535471398685022,176.80676494570946,168.5480679299334,8.258697346817675,0.0015515499750802146,95.60568070411682
