station_name,count,primary_signed_mean_raw,primary_signed_mean_z,primary_fullcov_wins,primary_baseline_wins,mr_lsd_signed,dtw_signed,lsd_signed,ssim_signed,s_corr_signed,sc_signed,arias_err_signed,env_corr_signed,xcorr_signed
ADVT,10,-31.434651902401463,0.5384276098284951,2,2,0.31815470921120503,-126.45222510548892,0.4023082971572876,-0.006845510485419326,-0.00509402458346383,-0.012484483420848846,0.10568169111743926,0.011478266658687236,0.012023016558734959
GELI,10,-175.31404766124408,-0.6070960900052487,0,4,-0.004396664230876523,-700.9490070260317,-0.28157155513763427,-0.021215399576145523,-0.005286772596274536,-0.015264759957790374,-0.21329498232410032,0.00042580524086976437,0.007007736644553448
YLV,9,84.51981626385972,0.26954867676212935,3,1,0.29791377524977164,337.5400080154715,0.2588262955347697,-0.017483030817199412,-0.007915500593547706,-0.013236775994300842,-0.004682005855499894,-0.012979635277218023,-0.01954193218746804
GEML,9,662.2958812832443,-0.43437238441878867,1,3,-0.030195173105026604,2649.488853347933,-0.2503812180625068,-0.02475182378856697,-0.009933214509274388,-0.027148226896921795,-0.18525865029093966,-0.0289330535202696,-0.020621513284341524
ARMT,8,499.2852931960459,0.2231067716945879,3,1,0.13944131056043307,1996.9658978084576,0.043219223618507385,-0.00738555845279637,-0.006541410706415285,-0.018338244408369064,-0.275282466177165,-0.03125430431768301,0.0036886747474348235
KCTX,6,190.80817528154088,-0.16898535381374935,2,2,0.094136607015045,763.1705957431462,-0.012536942958831787,-0.01949428103884023,-0.006876023173972401,-0.017748090128103893,-0.2407882064524757,-0.016416088407294038,-0.0007286765427523175
