run_name,format,seed,test_diag_mae,test_offdiag,test_kl,test_w2,ood_diag_mae,ood_offdiag,ood_kl,ood_w2,prior_test_comp,prior_ood_comp,test_max_var,ood_max_var
lsv_stage3_vae_base_ld32_fmtA_b0p1_lmax8_s42,fmtA_b0p1_lmax8,42,0.4821639862237338,0.26789978766954087,6.588448554913588,9.748214308074177,0.037160324844514425,0.022858957763138225,0.20126596980210487,0.2636321241123358,1.9262881097216065,2.165361401451107,1386.4064177023845,479.5406537298891
lsv_stage3_vae_base_ld32_fmtA_b0p1_lmax8_s43,fmtA_b0p1_lmax8,43,0.31043021938910165,0.18144963785158885,3.6581120599144934,5.072449155223939,0.022975788119571502,0.022661363592330286,0.19260807804565028,0.2792130982437815,1.8384641222819451,2.1020120854456046,2969.6988231634446,281.5602698358804
lsv_stage3_vae_base_ld32_fmtA_b0p1_lmax8_s44,fmtA_b0p1_lmax8,44,0.2880249529910074,0.16321585397469496,3.3974130735502435,4.781676305765738,0.04465550796021644,0.02972885579582689,0.350550718465144,0.5052054007892807,1.4668538233479163,1.7087618499010138,1492.873892673038,820.4415589778279
lsv_stage3_vae_base_ld32_fmtB_b0p1_lmax6_s42,fmtB_b0p1_lmax6,42,0.7660122847084458,0.26315469281449105,10.779901088209192,16.64068777601174,0.04963025102637571,0.03308355285858491,0.3960903728868993,0.5087844508430532,1.4189931078635292,1.6401568406281857,403.42802401411126,383.41635029140053
lsv_stage3_vae_base_ld32_fmtB_b0p1_lmax6_s43,fmtB_b0p1_lmax6,43,0.20524728972832246,0.1430729895029208,2.477771531180971,3.416673384686201,0.026104699710821525,0.013626112921447237,0.19392627813495944,0.33137838772181477,1.8526037974495249,2.113599711781782,402.9496925618544,96.3097666501329
lsv_stage3_vae_base_ld32_fmtB_b0p1_lmax6_s44,fmtB_b0p1_lmax6,44,0.5342712014973352,0.22337000299603127,6.917400018672303,10.261377522866233,0.051758238007611465,0.009004257558291462,0.12678149076764716,0.17930495438546476,1.724789785314616,1.9670455766639443,403.4287934927351,228.0879656994745
lsv_stage3_vae_base_ld32_fmtC_b0p03_anneal_lmax6_s42,fmtC_b0p03_anneal_lmax6,42,3.3760757674884094,0.7293509205671962,53.106633591784465,91.77054972039356,0.035488091263682436,0.07781319293842921,1.34712246971136,2.05812311227649,2.046653438251518,2.2585016351016565,329.0837679390617,248.9005960545936
lsv_stage3_vae_base_ld32_fmtC_b0p03_anneal_lmax6_s43,fmtC_b0p03_anneal_lmax6,43,2.2634011256061433,0.593615001695277,33.97905888571391,57.044059610747865,0.2760975797510783,0.19530713081332013,3.8010005432002076,5.5934342629650775,2.220705177577929,2.426690317038791,349.09723523452305,334.12776089995305
lsv_stage3_vae_base_ld32_fmtC_b0p03_anneal_lmax6_s44,fmtC_b0p03_anneal_lmax6,44,5.99611502023478,0.7451594905002946,99.02337064774692,175.6446796344351,0.23594383009202952,0.19215488140977846,4.196047556462757,6.07739420276055,1.816005693439473,1.9535654805844476,403.4287934927351,176.9563904029351
